Number	Address	CrimeType	Date	Time
17-OPD-1283	5720 COLLEGE CORNER PIKE	Possession of Drugs_schedule I or II substance	7/28/17	7:28:00AM
17-OPD-1284	1 APPLEWOOD CIR	BURGLARY-TRESPASS IN PERMANENT OR TEMPORARY HABITATION OF AN	7/28/17	2:29:00PM
17-OPD-1286	PARK PL E	Sale of Liquor to Underage Person - underage consume beer in	7/29/17	2:19:00AM
17-OPD-1287	5201 College Corner Pike	Aggravated Robbery	7/29/17	5:35:00AM
17-OPD-1288	5736 COLLEGE CORNER PIKE	Theft - motor vehicle	7/29/17	8:12:00AM
17-OPD-1290	900 TOLLGATE DR	Theft -Without Consent	7/29/17	5:31:00PM
17-OPD-1291	305 S LOCUST ST	Criminal Damaging/Endangering	7/29/17	6:53:00PM
17-OPD-1295	15 N BEECH ST	Assault - Recklessly Cause Serious Harm	7/30/17	4:53:00PM
17-OPD-1296	616 S COLLEGE AV	Theft -Without Consent	7/30/17	5:41:00PM
17-OPD-1297	3 APPLEWOOD CIR	Theft	7/30/17	8:39:00PM
17-OPD-1298	5273 COLLEGE CORNER PIKE	"Gross Sexual Imposition - Victim < 13, Statutory"	7/31/17	10:43:00AM
17-OPD-1299	5435 COLLEGE CORNER PIKE	Vandalism - Business Property	7/31/17	12:11:00PM
17-OPD-1301	11 S POPLAR ST	unspecified	8/2/17	10:29:00AM
17-OPD-1302	718 S LOCUST ST	Theft	8/2/17	11:31:00AM
17-OPD-1303	318 S MAIN ST	Theft	8/2/17	1:53:00PM
17-OPD-1304	23 1/2 W SPRING ST	"Criminal Mischief - Move, Deface, Tamper, Etc. Property Of A"	8/2/17	5:23:00PM
17-OPD-1305	OXFORD COMMONS	Breaking And Entering	8/2/17	8:49:00PM
17-OPD-1306	5720 COLLEGE CORNER PIKE	Criminal Damaging/Endangering	8/2/17	10:53:00PM
17-OPD-1307	COLLEGE CORNER PIKE // N LOCUST ST	OVI - ANY CHEMICAL	8/4/17	1:02:00AM
17-OPD-1309	306 N MAIN ST	Theft	8/4/17	11:50:00AM
17-OPD-1310	15 N BEECH ST	OVI - ANY CHEMICAL	8/5/17	3:32:00AM
17-OPD-1311	5032 COLLEGE CORNER PIKE	Theft - 23D	8/5/17	10:42:00AM
17-OPD-1313	5190 COLLEGE CORNER PIKE	Possession of Drugs_schedule I or II substance	8/6/17	5:40:00PM
17-OPD-1314	5201 COLLEGE CORNER PIKE	unspecified	8/6/17	7:09:00PM
17-OPD-1317	5032 COLLEGE CORNER PIKE	Obstructing Official Business	8/7/17	5:44:00AM
17-OPD-1318	706 W CHESTNUT ST	Domestic Violence - cause belief of imminent physical harm b	8/7/17	11:21:00AM
17-OPD-1319	1501 OXFORD COMMONS	Breaking And Entering	8/7/17	5:52:00PM
17-OPD-1321	5032 COLLEGE CORNER PIKE	Theft - 23D	8/8/17	11:04:00AM
17-OPD-1322	223 S COLLEGE AVE.	Possessing Drug Abuse Instruments	8/8/17	12:53:00PM
17-OPD-1323	5276 COLLEGE CORNER PIKE	Domestic Violence - knowingly cause physical harm	8/8/17	3:48:00PM
17-OPD-1324	6025 FAIRFIELD RD	Theft -23B	8/8/17	4:47:00PM
17-OPD-1325	14 PEPPERWOOD CT	unspecified	8/9/17	9:08:00AM
17-OPD-1327	199 S RIVERSIDE DR	Drug Paraphernalia	8/9/17	8:54:00PM
17-OPD-1328	918 TOLLGATE DR	Burglary	8/9/17	10:04:00PM
17-OPD-1329	900-BLK COLLINS RUN RD	PROPERTY DAMAGE	8/10/17	9:52:00AM
17-OPD-1333	503 N BEECH ST	Theft -Without Consent	8/11/17	10:44:00AM
17-OPD-1334	300 S LOCUST ST	"Forgery - Copy, Not Genuine"	8/11/17	1:23:00PM
17-OPD-1335	441 S. Locust St.	Theft	8/11/17	1:50:00PM
17-OPD-1336	515 LINCOLN ST	Theft - 23D	8/11/17	5:41:00PM
17-OPD-1338	133 HILLTOP RD	Theft -Without Consent	8/12/17	1:43:00PM
17-OPD-1340	11 S POPLAR ST	Theft - 23F	8/12/17	5:13:00PM
17-OPD-1342	36 E HIGH ST	Sale of Liquor to Underage Person - underage consume beer in	8/13/17	12:57:00AM
17-OPD-1343	W HIGH ST // BEECH ST	Possession of Drugs	8/13/17	12:38:00AM
17-OPD-1344	110 OBERLIN CT	Theft -Without Consent	8/13/17	2:30:00AM
17-OPD-1345	5432 COLLEGE CORNER PIKE	unspecified	8/13/17	3:50:00AM
17-OPD-1346	5032 COLLEGE CORNER PIKE	Domestic Violence - knowingly cause physical harm	8/13/17	1:06:00PM
17-OPD-1348	425 JACOB DR	"Criminal Mischief - Move, Deface, Tamper, Etc. Property Of A"	8/13/17	9:48:00AM
17-OPD-1349	601 S LOCUST ST	Menacing	8/13/17	6:48:00PM
17-OPD-1350	5201 COLLEGE CORNER PIKE	Criminal Damaging/Endangering - Knowingly Any Means	8/13/17	8:35:00PM
17-OPD-1352	522 S LOCUST ST	Assault - Knowingly Harm Victim	8/13/17	1:10:00PM
17-OPD-1353	610 OXFORD COMMONS	Criminal Trespass	8/11/17	4:00:00PM
17-OPD-1354	716 S COLLEGE AV	WARRANT ASSIST / ARREST	8/15/17	12:27:00AM
17-OPD-1355	5120 COLLEGE CORNER PIKE	Theft -Without Consent	8/15/17	12:07:00PM
17-OPD-1356	307 W HIGH ST	Theft -Without Consent	8/15/17	2:43:00PM
17-OPD-1357	300 S LOCUST ST	Theft	8/15/17	8:34:00PM
17-OPD-1358	323 W CHURCH ST	Theft	8/16/17	7:13:00AM
17-OPD-1359	610 S MAIN ST	Theft	8/16/17	9:51:00AM
17-OPD-1360	502 WHITE OAK DR	Theft -Without Consent	8/16/17	10:55:00AM
17-OPD-1363	441 S LOCUST ST	Theft	8/16/17	5:04:00PM
17-OPD-1365	107 W CENTRAL AV	Breaking And Entering	8/16/17	10:11:00PM
17-OPD-1366	608 S MAIN ST	Attempt - USE FOR ORC ARREST OFFENSE CODE ONLY	8/17/17	9:51:00AM
17-OPD-1367	300 S LOCUST ST	"Robbery - Force, Threat Of Force"	8/17/17	1:14:00PM
17-OPD-1368	101 W HIGH ST	Theft -Without Consent	8/17/17	2:36:00PM
17-OPD-1369	4312 OXFORD REILY RD	Theft	8/17/17	4:19:00PM
17-OPD-1370	4030 OXFORD REILY RD	Unruly Juvenile Offenses	8/17/17	3:54:00PM
17-OPD-1372	14 N COLLEGE AV	unspecified	8/17/17	6:52:00PM
17-OPD-1373	5032 COLLEGE CORNER PIKE	Criminal Damaging/Endangering - Knowingly Any Means	8/18/17	1:59:00AM
17-OPD-1374	LINDEN DR	IMPROPERLY HANDLING FIREARMS IN MOTOR VEHICLE WHILE UNDER IN	8/18/17	3:11:00AM
17-OPD-1375	6200 CONTRERAS RD	Trafficking in Drugs	8/18/17	11:37:00AM
17-OPD-1376	305 S LOCUST ST	LEAVING THE SCENE OF AN ACCIDENT	8/19/17	2:27:00AM
17-OPD-1377	207 HOMESTEAD AV	Theft -Without Consent	8/19/17	9:01:00AM
17-OPD-1378	254 NORTHRIDGE DR	Theft - 23F	8/19/17	9:56:00AM
17-OPD-1379	136 NORTHRIDGE DR	Theft - 23F	8/19/17	2:17:00PM
17-OPD-1380	20 APPLEWOOD CIR	Theft - 23F	8/19/17	2:58:00PM
17-OPD-1383	5262 BROWN RD	Morgan David	8/19/17	5:59:00PM
17-OPD-1384	116 E VINE ST	Criminal Trespass	8/19/17	7:51:00PM
17-OPD-1386	5032 COLLEGE CORNER PIKE	"Criminal Mischief - Move, Deface, Tamper, Etc. Property Of A"	8/20/17	12:17:00AM
17-OPD-1387	W WALNUT ST // S COLLEGE AV	Disorderly Conduct - intoxicated create risk of harm	8/20/17	2:25:00AM
17-OPD-1388	95 KELLY DR	OPD- Theft (from Motor Vehicle)	8/20/17	8:48:00AM
17-OPD-1389	47 JEFFREY DR	OPD- Theft (from Motor Vehicle)	8/20/17	9:12:00AM
17-OPD-1390	26 JEFFREY DR	OPD- Theft (from Motor Vehicle)	8/20/17	10:59:00AM
17-OPD-1391	5 CHRISTOPHER DR	Theft - 23F	8/20/17	10:49:00AM
17-OPD-1392	19 CHRISTOPHER DR	Theft - 23F	8/20/17	11:35:00AM
17-OPD-1393	56 KELLY DR	OPD- Theft (from Motor Vehicle)	8/20/17	12:01:00PM
17-OPD-1394	119 N COLLEGE AV	OPD- Theft (Theft from Building)	8/20/17	12:35:00PM
17-OPD-1395	5720 COLLEGE CORNER PIKE	OPD- Theft (Shoplifting)	8/20/17	1:07:00PM
17-OPD-1397	5201 COLLEGE CORNER PIKE	Theft - 23D	8/20/17	7:35:00PM
17-OPD-1398	14 JEFFERY CIR	Theft - 23F	8/20/17	7:32:00PM
17-OPD-1400	400 E VINE ST	"Criminal Mischief - Move, Deface, Tamper, Etc. Property Of A"	8/21/17	1:26:00AM
17-OPD-1401	117 1/2 E HIGH ST	Burglary - Purpose To Commit Crime	8/20/17	11:14:00PM
17-OPD-1403	804 S MAIN ST	unspecified	8/4/17	6:12:00PM
17-OPD-1404	5284 COLLEGE CORNER PIKE	unspecified	8/22/17	11:20:00AM
17-OPD-1405	5201 College Corner Pike	unspecified	8/22/17	11:02:00AM
17-OPD-1406	5301 UNIVERSITY PARK BV	Aggravated Menacing	8/22/17	1:07:00PM
17-OPD-1407	418 Bouden Ln.	Criminal Mischief	8/22/17	3:32:00PM
17-OPD-1408	55 KELLY DR	Theft - 23F	8/22/17	3:58:00PM
17-OPD-1409	710 CARTER CT	Domestic Violence - knowingly cause physical harm	8/22/17	3:52:00PM
17-OPD-1410	544 S CAMPUS AV	Purpose To Commit Theft Offense/Felony Unoccupied Structure	8/22/17	3:58:00PM
17-OPD-1411	SOUTHPOINTE PKWY	Theft	8/22/17	7:58:00PM
17-OPD-1412	112 E. Walnut St.	Sale of Liquor to Underage Person - underage consume beer in	8/23/17	5:21:00AM
17-OPD-1413	300 S LOCUST ST	Theft -Without Consent	8/23/17	12:37:00PM
17-OPD-1414	400 E VINE ST	Criminal Mischief	8/23/17	1:22:00PM
17-OPD-1415	22 E COLLINS ST	Burglary - Purpose To Commit Theft Offense Or Felony	8/23/17	2:16:00PM
17-OPD-1418	5279 COLLEGE CORNER PIKE	Criminal Damaging/Endangering - Knowingly Any Means	8/23/17	6:15:00PM
17-OPD-1419	134 NORTHRIDGE DR	Misuse Of Credit Card	8/23/17	11:30:00PM
17-OPD-1420	117 E CHURCH ST	Burglary - Purpose To Commit Theft Offense Or Felony	8/24/17	1:14:00AM
17-OPD-1421	33 E HIGH ST	Disorderly Conduct - intoxicated create risk of harm	8/24/17	2:59:00AM
17-OPD-1423	400 E VINE ST	OPD- Theft (Theft from Building)	8/24/17	10:36:00AM
17-OPD-1424	111 E WALNUT ST	OPD- Theft (from Motor Vehicle)	8/24/17	2:30:00PM
17-OPD-1425	5032 COLLEGE CORNER PIKE	unspecified	8/24/17	1:50:00PM
17-OPD-1426	515 BROOKVIEW CT	Theft	8/24/17	3:41:00PM
17-OPD-1427	512 S LOCUST ST	Theft -Without Consent	8/24/17	9:11:00PM
17-OPD-1428	32 W CHURCH ST	Sale of Liquor to Underage Person - underage consume beer in	8/24/17	10:46:00PM
17-OPD-1429	3770 SOUTHPOINTE PKWY	Burglary	8/24/17	10:53:00PM
17-OPD-1432	11 SOUTH MAIN ST.	Sale of Liquor to Underage Person - underage consume beer in	8/25/17	12:10:00AM
17-OPD-1434	36 E HIGH ST	Disorderly Conduct - intoxicated create risk of harm	8/25/17	12:57:00AM
17-OPD-1435	110 N. Poplar Street	Disorderly Conduct - intoxicated create risk of harm	8/25/17	1:39:00AM
17-OPD-1436	15 N BEECH ST	Sale of Liquor to Underage Person - underage consume beer in	8/25/17	2:09:00AM
17-OPD-1438	5720 COLLEGE CORNER PIKE	Violate Protection Order or Consent Agreement	8/25/17	11:49:00AM
17-OPD-1439	216 W COLLINS ST	Burglary - Purpose To Commit Theft Offense Or Felony	8/25/17	12:43:00PM
17-OPD-1443	4030 Oxford Reily Rd.	unspecified	8/25/17	12:53:00PM
17-OPD-1444	612 S COLLEGE AV	OPD- Theft (from Motor Vehicle)	8/25/17	3:51:00PM
17-OPD-1445	625 MCGUFFEY AV	Purpose To Commit Theft Offense/Felony Unoccupied Structure	8/25/17	4:27:00PM
17-OPD-1446	311 W. Church	Assault - Knowingly Harm Victim	8/25/17	4:20:00PM
17-OPD-1448	0-BLK N CAMPUS AV	Sale of Liquor to Underage Person - underage consume beer in	8/25/17	5:35:00PM
17-OPD-1449	0-BLK E CHURCH ST	OPD- Certain Acts/Id Of Another	8/25/17	9:22:00PM
17-OPD-1450	116 W WITHROW ST	Sale of Liquor to Underage Person - underage consume beer in	8/25/17	11:11:00PM
17-OPD-1451	116 W COLLINS ST	BURGLARY-TRESPASS IN PERMANENT OR TEMPORARY HABITATION OF AN	8/26/17	12:18:00AM
17-OPD-1452	17 N POPLAR ST	Sale of Liquor to Underage Person - underage consume beer in	8/26/17	12:32:00AM
17-OPD-1454	36 E HIGH ST	Sale of Liquor to Underage Person - underage consume beer in	8/26/17	1:19:00AM
17-OPD-1455	100 E WALNUT ST	Sale of Liquor to Underage Person - underage consume beer in	8/26/17	2:12:00AM
17-OPD-1456	36 E HIGH ST	Sale of Liquor to Underage Person - underage consume beer in	8/26/17	1:42:00AM
17-OPD-1457	36 E HIGH ST	Sale of Liquor to Underage Person - underage consume beer in	8/26/17	1:42:00AM
17-OPD-1460	112 W HIGH ST	Theft - 23D	8/26/17	11:06:00AM
17-OPD-1463	115 N. Beech St.	OPD- Littering;Place/Dispose	8/26/17	3:07:00PM
17-OPD-1466	210 S. Main St.	OPD- Nuisance Party - Duty to Control Premises	8/26/17	3:56:00PM
17-OPD-1467	211 N BEECH ST	Theft - 23F	8/26/17	4:20:00PM
17-OPD-1472	E CHURCH ST // N CAMPUS AV	Sale of Liquor to Underage Person - underage consume beer in	8/26/17	11:44:00PM
17-OPD-1473	219 E CHURCH ST	Sale of Liquor to Underage Person - underage consume beer in	8/26/17	11:45:00PM
17-OPD-1474	36 E HIGH ST	Sale of Liquor to Underage Person - underage consume beer in	8/27/17	12:21:00AM
17-OPD-1476	110 S LOCUST ST	Drug Paraphernalia	8/27/17	12:54:00AM
17-OPD-1477	36 E HIGH ST	Sale of Liquor to Underage Person - underage consume beer in	8/27/17	1:12:00AM
17-OPD-1478	E SPRING ST // S MAIN ST	Disorderly Conduct - intoxicated create risk of harm	8/27/17	1:45:00AM
17-OPD-1479	36 E HIGH ST	Sale of Liquor to Underage Person - underage consume beer in	8/27/17	2:19:00AM
17-OPD-1481	N MAIN ST // HIGH ST	Carrying Concealed Weapons	8/27/17	1:33:00AM
17-OPD-1485	17 CHRISTOPHER DR	Theft - 23F	8/28/17	5:00:00AM
17-OPD-1486	34 JEFFREY DR	Theft - 23F	8/28/17	8:27:00AM
17-OPD-1487	156 KELLY DR	Theft - 23F	8/28/17	8:34:00AM
17-OPD-1488	OXFORD COMMONS	Criminal Trespass	8/28/17	11:06:00AM
17-OPD-1489	325 FOXFIRE DR	Theft	8/28/17	11:38:00AM
17-OPD-1490	20 W HIGH ST	"Criminal Mischief - Move, Deface, Tamper, Etc. Property Of A"	8/28/17	1:05:00PM
17-OPD-1491	115 S BEECH ST	Theft	8/28/17	1:36:00PM
17-OPD-1492	19 CHRISTOPHER DR	Theft - 23F	8/28/17	3:47:00PM
17-OPD-1493	316 S COLLEGE AV	Obstructing Official Business	8/28/17	3:07:00PM
17-OPD-1499	24 W VINE ST	Theft - 23F	8/28/17	9:14:00PM
17-OPD-1500	133 JACQUELINE DR	Theft	8/29/17	7:15:00AM
17-OPD-1501	110 WOOSTER PL	Theft	8/29/17	9:20:00AM
17-OPD-1502	201 E CHESTNUT ST	Theft	8/29/17	10:46:00AM
17-OPD-1504	1605 OXFORD COMMONS	Theft	8/29/17	11:58:00AM
17-OPD-1505	326 S POPLAR ST	Theft	8/29/17	12:09:00PM
17-OPD-1508	210 N MAIN ST	Burglary - Purpose To Commit Theft Offense Or Felony	8/29/17	2:45:00PM
17-OPD-1509	17 KELLY DR	OPD- Receiving Stolen Property	8/29/17	6:00:00PM
17-OPD-1510	216 W CHURCH ST	Receiving Stolen Property	8/29/17	3:45:00PM
17-OPD-1511	115 N BEECH ST	Receiving Stolen Property	8/29/17	3:47:00PM
17-OPD-1513	9 West Rose Ave	Theft - motor vehicle	8/29/17	4:19:00PM
17-OPD-1515	101 WOOSTER PL	Theft -Without Consent	8/29/17	7:50:00PM
17-OPD-1517	31 OBERLIN CT	Theft - 23F	8/29/17	9:41:00PM
17-OPD-1518	201 E CHURCH ST	Criminal Mischief	8/30/17	1:40:00AM
17-OPD-1522	315 S LOCUST ST	Criminal Damaging/Endangering	8/30/17	10:30:00AM
17-OPD-1523	29 Lynn Avenue	Theft	8/30/17	2:33:00PM
17-OPD-1525	5145 BROWN RD	unspecified	8/30/17	3:47:00PM
17-OPD-1526	314 W CHURCH ST	Theft - 23F	8/30/17	6:10:00PM
17-OPD-1527	400 E VINE ST	Criminal Damaging/Endangering - Knowingly Any Means	8/30/17	7:12:00PM
17-OPD-1528	5032 COLLEGE CORNER PIKE	Theft -Without Consent	8/30/17	8:03:00PM
17-OPD-1529	17 INDIAN COVE CIR	unspecified	8/30/17	9:29:00PM
17-OPD-1530	606 OGDEN CT	Theft -Without Consent	8/30/17	9:28:00PM
17-OPD-1531	415 WELLS MILL DR	Theft	8/30/17	11:39:00PM
17-OPD-1532	5262 BROWN RD	Sale of Liquor to Underage Person - underage consume beer in	8/31/17	5:29:00AM
17-OPD-1533	315 W WITHROW ST	Receiving Stolen Property	8/31/17	1:31:00PM
17-OPD-1534	101 W CHURCH ST	Theft -Without Consent	8/31/17	3:34:00PM
17-OPD-1535	S PATTERSON AV // TRENTON OXFORD RD	unspecified	8/25/17	11:11:00PM
17-OPD-1536	108 S MAIN ST	Theft -Without Consent	8/31/17	6:10:00PM
17-OPD-1539	11 N COLLEGE AV	"Possessing Drug Abuse Instrument - obtain, use"	8/31/17	11:32:00PM
17-OPD-1541	11 S MAIN ST	Sale of Liquor to Underage Person - underage consume beer in	9/1/17	1:40:00AM
17-OPD-1542	110 W SYCAMORE ST	Criminal Mischief	9/1/17	9:48:00AM
17-OPD-1543	122 Pin Oak Drive	OPD- Receiving Stolen Property	9/1/17	2:29:00PM
17-OPD-1546	3770 SOUTHPOINTE PKWY	Menacing	9/1/17	2:27:00PM
17-OPD-1548	201 S BEECH ST	OPD- Criminal Mischief;Damage	9/1/17	3:11:00PM
17-OPD-1549	500 Center Drive	Theft -Without Consent	9/1/17	4:48:00PM
17-OPD-1552	36 E HIGH ST	PROHIBITED ACTS	9/1/17	11:37:00PM
17-OPD-1553	17 N POPLAR ST	PROHIBITED ACTS	9/1/17	11:55:00PM
17-OPD-1554	36 E HIGH ST	PROHIBITED ACTS	9/2/17	12:09:00AM
17-OPD-1555	17 N POPLAR ST	PROHIBITED ACTS	9/2/17	12:00:00AM
17-OPD-1556	10 E COLLINS ST	Open Liquor Container - public place	9/2/17	12:01:00AM
17-OPD-1557	17 N POPLAR ST	PROHIBITED ACTS	9/2/17	12:24:00AM
17-OPD-1558	17 N POPLAR ST	PROHIBITED ACTS	9/2/17	12:35:00AM
17-OPD-1559	17 N POPLAR ST	PROHIBITED ACTS	9/2/17	1:00:00AM
17-OPD-1560	17 N POPLAR ST	PROHIBITED ACTS	9/2/17	12:51:00AM
17-OPD-1561	36 E HIGH ST	Criminal Trespass	9/2/17	12:32:00AM
17-OPD-1562	36 E HIGH ST	Disorderly Conduct - intoxicated annoy or alarm	9/2/17	1:34:00AM
17-OPD-1563	17 S BEECH ST	Sale of Liquor to Underage Person - underage consume beer in	9/2/17	2:19:00AM
17-OPD-1565	3770 Southpointe Pkwy	OPD- Certain Acts/Display Altered	9/2/17	3:57:00AM
17-OPD-1567	36 E HIGH ST	OPD- Certain Acts/Display Altered	9/2/17	3:32:00PM
17-OPD-1568	5720 COLLEGE CORNER PIKE	Theft - 23C	9/2/17	4:28:00PM
17-OPD-1569	S POPLAR ST // E SPRING ST	Sale of Liquor to Underage Person - underage consume beer in	9/2/17	10:36:00PM
17-OPD-1570	107 E CHURCH ST	Disorderly Conduct - intoxicated create risk of harm	9/2/17	10:39:00PM
17-OPD-1571	City of Oxford	Sexual Imposition - Victim Impaired	9/3/17	2:55:00AM
17-OPD-1572	110 W SYCAMORE ST	OPD- Criminal Mischief;Damage	9/3/17	11:27:00AM
17-OPD-1573	108 E SPRING ST	OPD- Criminal Mischief;Damage	9/3/17	12:08:00PM
17-OPD-1574	10 W SYCAMORE ST	"Criminal Mischief - Move, Deface, Tamper, Etc. Property Of A"	9/3/17	2:45:00PM
17-OPD-1577	213 N CAMPUS AV	Underage Person Not to Purchase or Consume Low-Alcohol Bever	9/3/17	3:22:00PM
17-OPD-1579	600 MAPLE ST	unspecified	9/3/17	9:02:00PM
17-OPD-1580	1431 IRONWOOD DR	unspecified	9/3/17	10:55:00PM
17-OPD-1581	119 E HIGH ST	Disorderly Conduct - intoxicated create risk of harm	9/4/17	12:08:00AM
17-OPD-1582	0-BLK S. POPLAR ST	Sale of Liquor to Underage Person - underage consume beer in	9/4/17	12:31:00AM
17-OPD-1583	45 E HIGH ST	Sale of Liquor to Underage Person - underage consume beer in	9/4/17	1:46:00AM
17-OPD-1585	15 N POPLAR ST	Disorderly Conduct - intoxicated annoy or alarm	9/4/17	2:18:00AM
17-OPD-1586	520 BROOKVIEW CT	OVI - ANY CHEMICAL	9/4/17	3:14:00AM
17-OPD-1587	104 LINNWOOD LN	Burglary - Purpose To Commit Theft Offense Or Felony	9/4/17	10:46:00AM
17-OPD-1588	336 W Withrow St.	OPD- Theft (All Other Larceny)	9/4/17	2:11:00PM
17-OPD-1589	114 1/2 W SYCAMORE ST	"Criminal Mischief - Move, Deface, Tamper, Etc. Property Of A"	9/4/17	3:17:00PM
17-OPD-1590	4350 OXFORD REILY RD	Theft	9/4/17	6:26:00PM
17-OPD-1591	344 N LOCUST ST	Criminal Mischief	9/5/17	9:56:00AM
17-OPD-1592	36 E HIGH ST	PROHIBITED ACTS	9/1/17	11:45:00PM
17-OPD-1593	36 E HIGH ST	OPD- Certain Acts/Display Altered	9/2/17	12:10:00AM
17-OPD-1594	36 E HIGH ST	Sale of Liquor to Underage Person - underage consume beer in	9/5/17	10:35:00AM
17-OPD-1595	36 E HIGH ST	Obstructing Official Business	9/5/17	10:35:00AM
17-OPD-1597	419 JACOB DR	Theft -Without Consent	9/5/17	6:04:00PM
17-OPD-1598	419 JACOB DR	"Taking the Identity of Another_create, obtain, possess, or u"	9/5/17	6:26:00PM
17-OPD-1599	313 N COLLEGE AV	Theft - 23D	9/5/17	6:41:00PM
17-OPD-1600	327 S POPLAR ST	Theft	9/5/17	7:51:00PM
17-OPD-1601	241 EISENHOWER WAY	Receiving Stolen Property	9/6/17	1:15:00PM
17-OPD-1602	802 S LOCUST ST	Theft	9/6/17	2:50:00PM
17-OPD-1603	5201 COLLEGE CORNER PIKE	Possession of Drugs	9/6/17	2:06:00PM
17-OPD-1604	309 N. Poplar Street	Theft -Without Consent	9/6/17	3:59:00PM
17-OPD-1605	36 E HIGH ST	Sale of Liquor to Underage Person - underage consume beer in	9/1/17	11:53:00PM
17-OPD-1607	36 E. High St.	unspecified	9/7/17	2:43:00PM
17-OPD-1610	E CHESTNUT ST	"Criminal Mischief - Move, Deface, Tamper, Etc. Property Of A"	9/7/17	4:39:00PM
17-OPD-1611	16 W COLLINS ST	Criminal Damaging/Endangering - Knowingly Any Means	9/7/17	6:58:00PM
17-OPD-1612	117 E COLLINS ST	Purpose To Commit Theft Offense/Felony Unoccupied Structure	9/7/17	7:37:00PM
17-OPD-1613	5201 COLLEGE CORNER PIKE	unspecified	9/7/17	9:16:00PM
17-OPD-1615	45 E HIGH ST	Disorderly Conduct - intoxicated create risk of harm	9/8/17	12:56:00AM
17-OPD-1617	310 TALLAWANDA RD	Sale of Liquor to Underage Person - underage consume beer in	9/8/17	2:42:00AM
17-OPD-1619	211 S POPLAR ST	Burglary	9/8/17	3:37:00AM
17-OPD-1620	406 S MAIN ST	Burglary - Purpose To Commit Theft Offense Or Felony	9/8/17	10:16:00AM
17-OPD-1621	100 S. Mound St.	unspecified	9/8/17	2:06:00PM
17-OPD-1622	301 E SYCAMORE ST	"Criminal Mischief - Move, Deface, Tamper, Etc. Property Of A"	9/8/17	2:00:00PM
17-OPD-1623	300 S. LOCUST ST	Theft - victim is elderly person or disabled adult	9/8/17	2:16:00PM
17-OPD-1624	400 W. Vine St.	Vandalism - Memorial For The Dead or other cemetery structur	9/8/17	6:41:00PM
17-OPD-1626	36 E HIGH ST	Sale of Liquor to Underage Person - underage consume beer in	9/8/17	11:48:00PM
17-OPD-1627	320 E VINE ST	Sale of Liquor to Underage Person - underage consume beer in	9/9/17	12:01:00AM
17-OPD-1629	36 E HIGH ST	Sale of Liquor to Underage Person - underage consume beer in	9/9/17	1:41:00AM
17-OPD-1630	36 E HIGH ST	Sale of Liquor to Underage Person - underage consume beer in	9/9/17	2:10:00AM
17-OPD-1631	23 E COLLINS ST	"Criminal Mischief - Move, Deface, Tamper, Etc. Property Of A"	9/9/17	2:35:00AM
17-OPD-1633	MORNING SUN RD // KELLY DR	Driving While Under the Influence of Alcohol/Drugs	9/9/17	2:22:00AM
17-OPD-1634	210 S POPLAR ST	Sale of Liquor to Underage Person - underage consume beer in	9/9/17	3:42:00AM
17-OPD-1635	116 W CHURCH ST	Theft	9/9/17	9:24:00AM
17-OPD-1636	309 S MAIN ST	"Criminal Mischief - Move, Deface, Tamper, Etc. Property Of A"	9/9/17	10:30:00AM
17-OPD-1638	320 E VINE ST	Disorderly Conduct - intoxicated annoy or alarm	9/9/17	4:13:00PM
17-OPD-1639	320 E VINE ST	Disorderly Conduct - intoxicated annoy or alarm	9/9/17	4:43:00PM
17-OPD-1640	224 E CHURCH ST	Assault - Knowingly Harm Victim	9/9/17	4:54:00PM
17-OPD-1641	15 N CAMPUS AV	OPD- SALES TO AND USE BY UNDERAGE PERSONS	9/9/17	4:39:00PM
17-OPD-1642	415 WELLS MILL DR	Domestic Violence - knowingly cause physical harm	9/9/17	5:14:00PM
17-OPD-1643	224 E CHURCH ST	Sale of Liquor to Underage Person - underage consume beer in	9/9/17	6:30:00PM
17-OPD-1644	5262 BROWN RD	Criminal Damaging/Endangering	9/9/17	9:54:00PM
17-OPD-1646	36 E HIGH ST	Sale of Liquor to Underage Person - underage consume beer in	9/10/17	12:42:00AM
17-OPD-1647	230 W SYCAMORE ST	unspecified	9/10/17	7:04:00AM
17-OPD-1648	305 N MAIN ST	Theft - motor vehicle	9/10/17	11:26:00AM
17-OPD-1649	5032 COLLEGE CORNER PIKE	Burglary - Purpose To Commit Theft Offense Or Felony	9/10/17	2:33:00PM
17-OPD-1650	5041 RED CLOUD CT	Theft -Without Consent	9/10/17	2:34:00PM
17-OPD-1652	111 MELANEE LN	PROPERTY FOUND	9/10/17	5:56:00PM
17-OPD-1653	19 INDIAN COVE CIR	Theft -Without Consent	9/10/17	6:36:00PM
17-OPD-1654	115 UNIVERSITY AV	unspecified	9/9/17	10:24:00PM
17-OPD-1655	24 PARK PL E	PHYSICAL CONTROL OF VEHICLE WHILE UNDER INFLUENCE	9/10/17	2:30:00AM
17-OPD-1656	215 FOXFIRE DR	unspecified	9/10/17	1:23:00AM
17-OPD-1657	5032 COLLEGE CORNER PIKE	unspecified	9/8/17	6:04:00AM
17-OPD-1658	215 N BEECH ST	Drug Paraphernalia	9/10/17	9:20:00PM
17-OPD-1661	204 BISHOP ST	Burglary	9/11/17	1:02:00PM
17-OPD-1662	131 W CHESTNUT ST	Theft -Deception	9/11/17	2:49:00PM
